,SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
295,G,P08,S46,14660,0,발에,냄새,향이,뿌리,발이,5.78,4.07,3.8,3.28,2.82
296,G,P08,S46,14660,1,뿌리는 순간 쿨링감이 들고 냄새 제거 효과도 나쁘지 않고다만 제가 귀차니즘이 심한 편이라 자주 쓰진 않을 것 같네요ㅠ,향은 남자스킨로션 향이네요확실히뿌리니까  발바닥땀이 잘안나요,뽀송뽀송하니 괜찮은거같아요,제가 손발 다한증이 있어서 땀이 많이 나는데 하루종일 구두신다가 남자친구 만난 날에는저한테 발에서 쉰내 난다고 했었는데ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ??????????이거 뿌리고 땀도 덜나고쉰내가 거의 안나거나 아예 안날 때도 있어용그리고 데오드란트 향이 좋아서발 잡고 킁킁 몇번 했네요,뿌리면 시원하고 마르면서 건조되는 느낌이 나요,,,,,
297,G,P02,S10,128639,0,눈썹,펜슬,좋았어요,있어서,다크,2.13,1.88,1.68,1.49,1.47
298,G,P02,S10,128639,1,하드해서 발림성은 자연스럽더라구여 그래서 초보자분들 부담없이 사용할수있을 것 같아요,저는 컬러가 자연스러워서 더 좋았어요,아이브로우가 다 같을줄 알았는데 남성용이라 조금더 자연스럽게 발색되면서 그려지는것 같아요,색과 발림성이 좋아서 초보자분들도 쉽게 그릴수 있을것 같고 지속력 최고,지속력 좋고 색깔 너무 좋고 가격도 착해서 정착탬이 될것 같네요,,,,,
299,G,P08,S46,36384,0,냄새,발냄새,땀이,발이,발에,5.13,3.18,2.74,2.38,2.31
300,G,P08,S46,36384,1,여름에 샌들신을 일이 많을거 같아서 구매했어요발에 땀이 많은편인데 냄새도 좋고 향기도 오래가서 추천합니다듀오,발샴푸 아빠가 무좀이 심해서 쓰라고 산건데 귀찮다고 안쓰는길래 무좀옮을까봐 내가 쓰기시작했는데 좋다 비누로 씻으면 발바닥이 건조해서 겨울엔 뒤꿈치가 갈라지는게 심했는데 이건 촉촉해서 그런게 덜했다,남친이 두터운 발보호신발을 신고 일하는데 아무래도 땀이 차다보니 생전 안나던 발냄새에 스트레스 받아했어요,남친이 발 씻고 냄새가 안난다고 너무 좋아하네요 ㅋㅋ,일 끝나고 만나면 신발 벗는 식당도 못가고 집에 가서 발좀씻고 나온다고 할만큼 근데 문제는 냄새가 미세하게 남는거죠,,,,,
301,G,P08,S47,20695,0,향이,좋아,시원한,여름에,지속,6.19,3.28,2.2,1.93,1.91
302,G,P08,S47,20695,1,개인적으로 시원하고 상큼한 향을 좋아하는데  이 미스트뿌리고 너무 좋아서 요즘 향수대신 뿌리고 있습니다꽃향기가 너무 좋아서  항상 이거만 뿌려요계속  이제품만 쓰다보니  이 향기가 제  향기만양 기분이 좋습니다,바디크림이나 로션은 향이 없고 보습이 잘되는 제형으로 바르고 이건 향수처럼  낮에도 밤에도 자주 뿌리고 있습니다,향도 오래가고 질리지않은 향이예요잔향도 너무 좋아서 이거 쓰고나서  향수  끊은지 오래되었네요,냄새가 넘 시원하고 상큼해요,여름이나 겨울에 둘다 써도 괜찮은 제품 은은한게 정말 좋아요,,,,,
303,G,P08,S47,104160,0,향이,좋아,달달한,지속력,향기,9.69,3.75,2.67,2.1,2.02
304,G,P08,S47,104160,1,그런데 한 번에 3번 이상 뿌리기에는 향이 너무 강해서 항상 2번만 뿌려주고 있어요,그런데 그건 잘 모르겠지만 향이 너무 좋더라구요,향이 뭐라고 설명해야 할까요,달달하면서 은은한 포도향이 난다고 해야하나요,제남자친구도 좋아하는 향이에요,,,,,
305,G,P08,S47,89743,0,피부가,각질,비누,때비누,거품,3.12,2.85,2.7,2.64,2.64
306,G,P08,S47,89743,1,진짜 강추 미숫가루 냄새날것같은데 안남다이소 말고 다른 곳에 살 곳이 없나,가성비좋은 스크럽 엄마들의 넘버원 스크럽 천연성분으로 만든 순한 느낌의 스크럽한달에 한두번만 사용해도 매끈매끈해져요사용하고나면 건조하니 사용후 바디오일과 크림 듬뿍 발라주세요,뽀득뽀득 해서 좋아요향도 거슬리지 않아요가격도 저렴하고 단단해서 안물러짐재구매 한참 했고 앞으로도 할생각입니다거품도 잘 나서 쓰기 좋아요완전 추천합니다,바디로션 꼭 발라주세요,목욕탕 자주 다닐때는 필요성을 못느꼈는데코로나이후로 목욕탕 못가니까 필수템임니다피부가 매끈해져용ㅎㅎ,,,,,
307,G,P08,S46,18922,0,효과,각질이,히말라야,발에,풋크림,4.34,3.12,2.53,2.52,2.32
308,G,P08,S46,18922,1,가격도 저렴한 편이고 발림성도 좋고 잘 흡수되서 전 굉장히 만족스러워요다덜 풋크림 바른 후에는 양말 신으셔야하는거 아시져 그래야 효과도 좋고 방바닥에 안묻습니당ㅋㅋㅋ 바르고 면 양말 신으면 발 각질이 꽤 진정되더라구요,우선 갈색제형이라 좀 특이했어요ㅎㅎ 향은 특별히 거슬리지 않았구요,옛날에는 핸드크림은 발라도 풋크림은 왜바르는지 모르겠다고 했었지만 히말라야 풋크림을 써본 후 생각이 완전 바뀌었다,뒷꿈치가 코끼리피부처럼 쩍쩍 갈라지는 나에게 최고의 풋크림 아무리 귀찮아도 매일 밤 이 풋크림을 바르고 잔다 처음엔 효과를 잘 모르다가 다 쓴후 다시 갈라지는 뒷꿈치를 보며 바로 재구매했다,다년간 사용해본결과진짜무난무난한듯일단 연고제형이고 흡수는 조금더딘편그냥 겨울에 습관적으로 자기전에바르고 양말신고자면 아침에 보들까진아니더라도 갈라지진않는듯귀찮아서 주에 두세번정도써서 저정도울엄마는 매일쓰던데 뽀송보들함가격은 진짜 미친듯 이거 내가알기로 100루피도안햇던거같은데참고로 3년전환율로 100루피에 1500원쯤햇음한국올때쟁여와서썻지이돈주고살제품은아닌듯,,,,,
309,G,P08,S46,52385,0,발이,향이,바르고,풋크림,촉촉,3.23,2.84,2.75,2.36,2.31
310,G,P08,S46,52385,1,굳은살도 완화해주고 촉촉하구 복숭아 향에 좋음ㅎㅎ,완전 강추합니당바르고나면 굳은살들이 부드러워져요향도 너무 마음에 들어요,바르면 금방 흡수되고 향이 우유향같은게 넘 좋고 보습력도 짱짱6개 사서 3통째 쓰고 주변에 나눠줄 정도의 인생 풋크림,발이 건조해서 말라가는 느낌도 들정도임로션이며 수분크림이며 다 발라도 그때뿐임 촉촉한 느낌은 없음그런 내가 안쓰러워서 남친이 인터넷으로 좋다는 풋크림 찾아서 보내줌그게 지금의 인생템이됫음딱 2주만 매일매일 발라주면 발이 촉촉해진걸 볼수 있음일주일만 발라도 효과가 보임 지금 두통째인데 내발은 몰라보게 달라짐허옇게 일어나던 각질이 전혀 보이지가 않음향도 파우더향같이 나는데 독하지도 않고 은은함 바를때 기분 좋음부모님이나 어른들 선물해드리면 진짜 칭찬 1000000 받을수 있음,이게 여기에 있다니 정말 신기함이건 대박템임 우리 고모들 발 갈라져서 맨날 연고 바르시는데이거 드리니 좋다고 난리났음저도 발 악건성이라 맨날 갈라지고 피나고 발끼리 비비면 서걱서걱 소리날정도로 수분이 단 1도 없음,,,,,
311,G,P08,S46,2260,0,핸드크림,향도,카밀,향이,보습,6.0,4.91,4.28,4.04,3.65
312,G,P08,S46,2260,1,보습은 기대 이하 호불호 갈리겠지만 저에게는 너무너무너무 불호인 향 ㅠㅠ 너무 싫어하는 향 좀 ㅠㅠ,보습은 산뜻하고 좋은데 냄새가 전 너무별로얐어요멀미날거같은 ㅠ,수분감도 있고 부드럽게 잘 발리지만 지성이고 다한증이라 손에 땀이 자주 차는 저한테는 좀 무거운 감이 있는 듯한 수분크림이었어요,휴대가  용이해서  외출시  건조함을  예방하고  편리해요,사무실에서는 빠르게 흡수시켜야 키보드 마우스에 묻어남이 없는데 흡수력도 좋아서 사무실 차에 각각 한개씩 두고 사용중이에요,,,,,
313,G,P08,S46,110065,0,발이,더마비,우레아,풋크림,발에,3.95,2.93,2.02,1.79,1.74
314,G,P08,S46,110065,1,촉촉함 그대로 사용전과 후가 참 많이 차이 납니다ㅎㅎ보들보들 윤기가 나요이런 겨울이란 계절에도 보습력의 진가를 발휘할 정도로또한 구두 신고 등등 생긴 발 흉터가 빠르게 호전이 되서더마비 관계자분들에게 꾸벅 하고 싶은 맘이 ㅎㅎㅎ 정말 단점 찾기 힘든 아이입니다다만 대용량이 나왔음하는 바램이 있긴 합니다 가격은 할인행사때 구매하면 그리 부담되지 않습니다,그래서 참 많은 아이들을 거쳐서 오잉일단 성분 착합니다안심되구요튜브타입이라 위생적이며 향도 강하지 않으며 발림성 제형에 비해 부드러워 롤링하기 쉬워요,풋크림에 인생템을 찾았어요피부타입이 초악건성에 각질 잘 생기는 피부라 풋크림은 필수입니다,제형에 비해 흡수력도 빠른 편이며 제일 중요한 보습력 참 너무너무 좋아요,쫀쫀하지만 끈적이지 않고 무엇보다 향이 좋아서 한통 다 썼네요꾸준히 바르긴 했지만 건조하던 발이 촉촉해지진 않았지만 바르지 않는 것보단 나은거같아요,,,,,
315,G,P08,S46,41403,0,향이,좋아,보습,향도,핸드크림,9.2,5.96,4.23,4.17,3.75
316,G,P08,S46,41403,1,향도좋고 꾸덕해서좋았ㅇ어요,손이너무건조해질때 한번씩 발라주면 좋아요,원래 비욘드 바디로션을 좋아했었는데 같은향인거같아서 샀어용촉촉하고 너무 끈적이지도 않아서 자주 바르게 되네요이번겨울 유독 손이 많이 트는디 가지고 다니면서 발라용,보습력도 좋지만 경우에 따라 너무 꾸덕해서 사실 손은 잘 안가요ㅎㅎ,딱 비욘드 시그니처 향이 나요,,,,,
317,G,P08,S46,92381,0,향도,거품,레몬,손이,세정,4.73,3.93,2.32,1.77,1.7
318,G,P08,S46,92381,1,장점상쾌한 레몬향세정력편리함,거품으로 나오는 펌프 용기단점보습력요즘같은 코시국에는 필수품,레몬향 그리 좋진 않아요향이 인공적이고레몬같지않아요 ㅜㅠ,확실히 거품으로 나오니 따로 거품을 낼 필요가 없어 세정이 더 편해져요,그리구 훨씬 깨끗한 느낌 ㅎㅎ,,,,,
319,G,P08,S46,2843,0,손이,보습,향은,촉촉하고,향도,3.46,3.41,3.19,3.15,2.81
320,G,P08,S46,2843,1,가벼우면서도 보습력 좋은 핸드크림이에요겨울철에 데일리로 쓸 수 있을만큼 촉촉하면서도 흡수가 잘되어서 끈적임이나 잔여감이 남아있지 않았어요아로마틱한 향이어서 바를때 기분도 좋더라구요,많이 끈적거리지도 않고 부드럽게 흡수돼요가격이 좀 비싼 게 흠이지만만족하면서 쓰고 있어요,촉촉하고 부드럽구요,리치한 핸드크림 손에 닿으면 촉촉하고부드러운  핸드크림?건조한 피부에 수분과 보습이 있는게 좋아요향도 좋고 가격은 비싼 편이지만요,지이이인짜 좋아요저는 손이 엄청 건조한데 답답한거 싫어하는 편이거든요근데 이건 너무 촉촉하고 지속력도 좋은데 답답한게 1도 없어요빨리 흡수되는데 겉도는 느낌 전혀 없이 촉촉해서 감동적이었던 아이?ㅅ?,,,,,
321,G,P08,S47,26213,0,향이,좋아,냄새,비누,향기,6.72,4.47,3.88,2.54,2.35
322,G,P08,S47,26213,1,올리브영바디미스트추천유투브보다가좋다고하길래올리브영갔는데코로나19로인하여서시향을못하길래직원분에게조심스럽게부탁드렸는데테스트용지에뿌려서가져다주시는데비누향과난초향이취향저격인바디미스트라서남녀노소좋아할만한제품이고망설임없이기획세트로구매했는데25ml핸드크림도증정해줘서좋았지만같은향이아니라서쪼금아쉬웠고디자인도조금유치한땡땡이라서별로였는데향은진짜너무너무좋아서쟁겨두고쓰는템이에요향수가독해서못쓰시는분들이쓰시기에도좋아요향지속력은45시간정도였던것같아요ㅎㅎ분사도골구로퍼져서분사력또한좋아요,드래스퍼퓸이 약간 향이 빡 나는 느낌이면얘는 흐물흐물 하는 느낌인듯 그래서 인지생각보다 빠르게 향이 사라짐 그러나뿌리고 나서 만족감이 크기때문에 괜찮다고 생각함,향수 보다도 자주 사용했던 제품 소피소피 드레스 퍼퓸보다는 조금 마일드한 느낌의향이 나는 걱 같음,최애 향기바디미스트지만 온갖 곳 다 뿌림 ㅋㅋ이 향은 나 그 자체임나만 쓰고싶음,근데 저는 남자 스킨향을 좋아해서 오히려 좋았습니다ㅎ바디미스트로서의 기능은 쏘쏘 끈적이지 않으면서 산뜻하고 빨리 흡수되지만 그만큼 보습력은 가볍습니다,,,,,
323,G,P08,S47,150275,0,여름에,시원한,있어서,바디워시,쿨링감이,4.58,4.01,2.83,2.41,2.4
324,G,P08,S47,150275,1,이거 진짜 등드름의 신드롬을 한번에 깨준 찐애정템 ㅠㅠ 피부진정에는 이거밖에 없어요ㅠ,쿨링감이 있어서 씻고나면 시원한 바디워시에요,아토피가 있는 분들은 자극적일 수 있어요,거품은 풍성하게 나고 가격대비 용량 나쁘지않음,다만 수분감은 전혀 없어서 여름에만 잠깐 쓰는 정도로,,,,,
325,G,P09,S17,105129,0,보송,여름에,슥슥,마무리,몸에,4.7,2.3,2.25,2.1,1.8
326,G,P09,S17,105129,1,그리고 이 제품은 약하지만 톤업 효과도 있어요,들고 다니면서 몸에 발라주면 되니까요,바르니까 보송하고 크게 끈적거리지 않아서 좋아요,하지만 드라마틱하진 않아서 확실한 톤업 효과와 자외선 차단 두 기능을 동시에 노리신다면 추천하지 않아요,정말 좋은데 잔여감이나 발림감은 나중에 ahc쓰고 나서 걔가 더 좋아요ㅠㅠ 얘 쓰고 만족하긴 분들은 다른템도 만족하실 것 같아요,,,,,
327,G,P09,S22,149632,0,백탁,톤업,발림성,바르고,무기,6.19,5.34,4.94,4.62,4.27
328,G,P09,S22,149632,1,백탁없이 부드럽게 잘 발림 묽은 크림제형으로 민감 여드름 피부에도 부담없이 바르기 좋은 선크림 할인을 많이 해서 저렴하게 구매 할 수 있으며 유분기 없이 흡수도 빨라서 다음 화장 할때 밀림이 없어요,성분조합이 주의성분이 없는점도?좋았어요가성비 여름에 자주 쓰게 될것 같은 사용감과 순한 사용감으로겨울보다는 따뜻한날씨에 유분컨트롤용으로 좋을것 같아요정가보다는 세일때 쟁여두고 쓰는게 좋을듯 합니당무난하게 순하게 데일리로 자꾸 손이가는 찐템 선크림이에용시각장애인을 위한 점자 패키징과 젠더리스한 컨셉이?매력 만점 센스만점,발림성 밀착력 유무 유기자차의 발림성을 기대하기보다는 엇 무기자차?치고는 괜찮은데 이런느낌 이고 밀착력은 얇게 레이어링?해서 바르면 겉도는 느낌없이 괜찮아요톤업효과  파데프리로 쓸수있나요,톤업효과는 톤업크림의 효과는 딱히 없어요,바를때만살짝 반톤 화사해지지만 흡수되면 톤업이 사라집니다저는 파데프리로 잘쓰고 다녔습니다,,,,,
